Region,Scenario,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2017,2018,2019,2021,2022,2023,2024
Middle East & North Africa,Historical,Carbon Stock|Forest|Total,Mt C,474.9161735663953,,,,,,,467.3966408162712,470.04685464683564,472.5505214201018,477.152107658157,479.26612774744063,481.2654169201794,483.1565585918554
Middle East & North Africa,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-8.674057869742724,,,,,,,-10.285886024160524,-9.71745071206952,-9.180111501976079,-8.198425003126102,-7.751406994040172,-7.330726966708881,-6.934186129478597
Oceania,Historical,Area|Forest|Age Class|0-20,Million ha,3.9089,,,,,,,5.510800000000001,4.8881,4.3355,2.5875,2.3032,2.0923,1.9214
Oceania,Historical,Area|Forest|Age Class|21-40,Million ha,14.2934,,,,,,,13.186399999999999,13.6502,14.036299999999999,13.5411,13.6619,13.7081,13.708900000000002
Oceania,Historical,Area|Forest|Age Class|41-60,Million ha,11.5494,,,,,,,12.180200000000001,11.9603,11.749600000000001,11.5799,11.428799999999999,11.296000000000001,11.1697
Oceania,Historical,Area|Forest|Age Class|61+,Million ha,84.6846,,,,,,,83.5589,83.93769999999999,84.3149,86.7278,87.0424,87.33989999999999,87.6363
Oceania,Historical,Carbon Stock|Forest|Total,Mt C,11555.159711538134,,,,,,,11361.32160538285,11427.136003862079,11491.754665987803,11617.335762032171,11678.269917112777,11737.951736592386,11796.373231461477
Oceania,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-232.48516701788705,,,,,,,-245.62901135538158,-241.3194610905092,-236.93509446098435,-227.97885181146626,-223.4252352955564,-218.83333809189668,-214.21214785333902
ROW,Historical,Area|Forest|Age Class|0-20,Million ha,8.3474,,,,,,,9.2233,8.897,8.6084,5.1453999999999995,4.9188,4.6849,4.4542
ROW,Historical,Area|Forest|Age Class|21-40,Million ha,10.7432,,,,,,,10.434899999999999,10.5704,10.6621,12.8335,12.8745,12.915700000000001,12.9365
ROW,Historical,Area|Forest|Age Class|41-60,Million ha,7.710500000000001,,,,,,,7.6871,7.685899999999999,7.7061,7.5855,7.5982,7.6171,7.6552999999999995
ROW,Historical,Area|Forest|Age Class|61+,Million ha,28.2742,,,,,,,27.73,27.922,28.098699999999997,29.5109,29.6838,29.857599999999998,30.0293
ROW,Historical,Carbon Stock|Forest|Total,Mt C,2032.8121480996579,,,,,,,1916.0807629387307,1955.852100661372,1994.8049665274682,2069.7715661005686,2105.6044850906565,2140.2534938324147,2173.6805424806203
ROW,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-139.3596657646956,,,,,,,-148.28655066529393,-145.82823831635142,-142.8271748423523,-135.51786600333895,-131.38736963032278,-127.04636538644624,-122.5658450434199
Republic of Korea,Historical,Area|Forest|Age Class|0-20,Million ha,2.7705,,,,,,,3.1666,3.0218,2.8866,1.425,1.3734,1.3469,1.3339
Republic of Korea,Historical,Area|Forest|Age Class|21-40,Million ha,3.0511,,,,,,,2.7145,2.8396,2.9566,4.3064,4.3321,4.3293,4.3082
Republic of Korea,Historical,Area|Forest|Age Class|41-60,Million ha,0.2196,,,,,,,0.1613,0.1808,0.1985,0.3061,0.3308,0.3593,0.3925
Republic of Korea,Historical,Area|Forest|Age Class|61+,Million ha,0.0056,,,,,,,0.0044,0.0046,0.0051,0.0093,0.0105,0.0113,0.0122
Republic of Korea,Historical,Carbon Stock|Forest|Total,Mt C,276.51410383830205,,,,,,,245.9021543291932,256.349063346084,266.562629570752,286.1795522572193,295.5396461935632,304.57936185836587,313.28763391548927
Republic of Korea,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-36.48873898101687,,,,,,,-39.037703339377785,-38.30533306193304,-37.44974282378266,-35.43997753602997,-34.32034443326076,-33.145624104276614,-31.930330876119115
Russia and Neighboring Transition Countries,Historical,Area|Forest|Age Class|0-20,Million ha,4.3016,,,,,,,4.3257,4.3132,4.3056,3.5034,3.5017,3.5006,3.4997
Russia and Neighboring Transition Countries,Historical,Area|Forest|Age Class|21-40,Million ha,16.8024,,,,,,,18.577,17.9293,17.3344,9.798200000000001,9.408100000000001,9.0633,8.766399999999999
Russia and Neighboring Transition Countries,Historical,Area|Forest|Age Class|41-60,Million ha,136.8938,,,,,,,141.4453,139.92249999999999,138.3987,100.22749999999999,98.6716,97.1302,95.6192
Russia and Neighboring Transition Countries,Historical,Area|Forest|Age Class|61+,Million ha,1290.0188,,,,,,,1283.6686,1285.8516,1287.9778999999999,1334.4875000000002,1336.4352000000001,1338.3225,1340.1312999999998
Russia and Neighboring Transition Countries,Historical,Carbon Stock|Forest|Total,Mt C,75901.04621452645,,,,,,,75243.52007186867,75469.0462327851,75688.06989403004,76108.39008484384,76310.4676997749,76507.59074322408,76700.01831402334
Russia and Neighboring Transition Countries,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-780.9131751535051,,,,,,,-852.5688314824988,-826.9292566935605,-803.0867578980989,-760.2608578304365,-740.9512547472677,-722.7844926469753,-705.5677595972883
Sub-Saharan Africa,Historical,Area|Forest|Age Class|0-20,Million ha,59.9683,,,,,,,67.8813,65.18599999999999,62.5882,39.3664,36.7277,34.1066,31.6239
Sub-Saharan Africa,Historical,Area|Forest|Age Class|21-40,Million ha,73.6596,,,,,,,68.291,70.1777,71.9347,88.4585,90.0547,91.5539,92.8301
Sub-Saharan Africa,Historical,Area|Forest|Age Class|41-60,Million ha,20.4076,,,,,,,18.578599999999998,19.157,19.7597,24.5396,25.288800000000002,26.0972,26.994600000000002
Sub-Saharan Africa,Historical,Area|Forest|Age Class|61+,Million ha,301.9712,,,,,,,301.2558,301.486,301.7241,303.6422,303.9355,304.24899999999997,304.5581
Sub-Saharan Africa,Historical,Carbon Stock|Forest|Total,Mt C,45630.46672981486,,,,,,,45072.04450957677,45257.83044577941,45444.080890924524,45816.66149460494,46002.346008728324,46187.209263305755,46370.95201043207
Sub-Saharan Africa,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-683.4147425979122,,,,,,,-678.3173392037336,-681.2150994096509,-682.9182988654336,-682.7141375635993,-680.8432184524247,-677.8319334505749,-673.723406129841
USA,Historical,Area|Forest|Age Class|0-20,Million ha,6.6686,,,,,,,6.705,6.6882,6.6772,2.5522,2.5484,2.545,2.5415
USA,Historical,Area|Forest|Age Class|21-40,Million ha,31.4663,,,,,,,33.936,32.9604,32.1461,27.3736,26.9321,26.5665,26.2938
USA,Historical,Area|Forest|Age Class|41-60,Million ha,63.1011,,,,,,,67.1853,65.9215,64.5558,61.9705,60.3555,58.6681,56.9319
USA,Historical,Area|Forest|Age Class|61+,Million ha,207.9874,,,,,,,201.3971,203.6533,205.8443,217.3271,219.3874,221.4438,223.4562
USA,Historical,Carbon Stock|Forest|Total,Mt C,19417.75121269579,,,,,,,18975.151858676752,19126.13945071617,19273.656671106703,19558.458820757078,19695.80246771714,19829.792880683133,19960.43026778184
USA,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-528.3466524933137,,,,,,,-566.5567999466354,-553.6211708112023,-540.8964747652947,-515.927896224702,-503.5933721869138,-491.2981808753029,-479.00375269526313
ASEAN,NetZero,Area|Forest|Age Class|0-20,Million ha,24.447499999999998,21.280700000000003,23.5944,26.56810000000001,22.000000000000007,15.000000000000005,10.200000000000003,,,,,,,
ASEAN,NetZero,Area|Forest|Age Class|21-40,Million ha,74.0511,69.0561,57.6757,40.2007,32.4475,29.280699999999996,28.3944,,,,,,,
ASEAN,NetZero,Area|Forest|Age Class|41-60,Million ha,27.8361,42.1476,55.994699999999995,69.1118,74.0511,69.0561,57.6757,,,,,,,
ASEAN,NetZero,Area|Forest|Age Class|61+,Million ha,201.41619999999998,205.26649999999998,210.4861,217.8703,229.2523,247.4141,266.4808,,,,,,,
ASEAN,NetZero,Carbon Stock|Forest|Total,Mt C,30677.330277029407,31804.662504723572,32895.5522023403,33920.726268020604,34889.60584448791,35802.56951286001,36648.30716598776,,,,,,,
ASEAN,NetZero,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-809.2428600387169,-826.8553411787841,-799.9857782522656,-751.7943148322223,-710.5116894093563,-669.5066901395458,-620.2076122936799,,,,,,,
Canada,NetZero,Area|Forest|Age Class|0-20,Million ha,0.7488,1.2995,1.8348000000000004,1.6825000000000006,1.520000000000001,1.22,0.98,,,,,,,
Canada,NetZero,Area|Forest|Age Class|21-40,Million ha,0.4242,0.2556,0.2159,0.7082,1.2288,1.7795000000000003,2.1548000000000007,,,,,,,
Canada,NetZero,Area|Forest|Age Class|41-60,Million ha,10.2662,5.0236,2.198,0.9192,0.4242,0.2556,0.2159,,,,,,,
Canada,NetZero,Area|Forest|Age Class|61+,Million ha,437.3257,442.7862,445.7162,447.055,447.5919,447.8098,447.9142,,,,,,,
Canada,NetZero,Carbon Stock|Forest|Total,Mt C,18866.318176551616,19310.538252402217,19733.134445228767,20142.585442947217,20546.92453592233,20951.874991053843,21358.541146105224,,,,,,,
Canada,NetZero,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-349.4758438642156,-325.76138895710704,-309.90387473946976,-300.2640649935298,-296.51533484842025,-296.9636670964389,-298.22184703768,,,,,,,
China,NetZero,Area|Forest|Age Class|0-20,Million ha,51.6047,37.8894,39.360800000000005,48.005,43.6,32.599999999999994,24.4,,,,,,,
China,NetZero,Area|Forest|Age Class|21-40,Million ha,74.9872,94.4262,98.6958,76.3461,66.0047,52.28940000000001,48.9608,,,,,,,
China,NetZero,Area|Forest|Age Class|41-60,Million ha,38.1847,39.5079,43.0575,58.2221,74.9872,94.4262,98.6958,,,,,,,
China,NetZero,Area|Forest|Age Class|61+,Million ha,34.0087,44.9618,53.6712,64.2121,72.1934,84.4697,96.7287,,,,,,,
China,NetZero,Carbon Stock|Forest|Total,Mt C,7037.491800599174,7602.896517562664,8177.858601196034,8685.234456874068,9148.745139681556,9537.347642716097,9852.923351119563,,,,,,,
China,NetZero,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-342.05841983443304,-414.6301257732257,-421.63886133113846,-372.0756274972249,-339.9078340588243,-284.9751688919966,-231.4221861625436,,,,,,,
European Union & United Kingdom,NetZero,Area|Forest|Age Class|0-20,Million ha,2.9074999999999998,3.485999999999999,4.690299999999999,5.0863999999999985,4.999999999999998,3.8999999999999986,2.7999999999999976,,,,,,,
European Union & United Kingdom,NetZero,Area|Forest|Age Class|21-40,Million ha,5.8389,4.7259,3.9728,3.8356,4.107499999999999,5.085999999999999,5.890299999999998,,,,,,,
European Union & United Kingdom,NetZero,Area|Forest|Age Class|41-60,Million ha,29.658099999999997,18.404799999999998,11.0767,7.6053,5.8389,4.7259,3.9728,,,,,,,
European Union & United Kingdom,NetZero,Area|Forest|Age Class|61+,Million ha,133.1321,146.41989999999998,155.2968,160.0093,162.7902,164.8247,166.3735,,,,,,,
European Union & United Kingdom,NetZero,Carbon Stock|Forest|Total,Mt C,8056.175092784361,8278.249585659189,8615.628610020834,8930.86234621019,9224.57621810903,9495.972606305242,9745.335896986046,,,,,,,
European Union & United Kingdom,NetZero,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-294.7737497940012,-264.7873657277538,-247.41128453187304,-231.17140653886042,-215.39017272581708,-199.02401801055476,-182.8664131659219,,,,,,,
India,NetZero,Area|Forest|Age Class|0-20,Million ha,6.2659,14.6921,25.2834,30.0031,23.000000000000007,12.5,7.000000000000003,,,,,,,
India,NetZero,Area|Forest|Age Class|21-40,Million ha,23.5471,23.435,19.1355,11.3292,16.265900000000002,24.6921,29.2834,,,,,,,
India,NetZero,Area|Forest|Age Class|41-60,Million ha,9.2182,11.9464,16.2358,21.5273,23.5471,23.435,19.1355,,,,,,,
India,NetZero,Area|Forest|Age Class|61+,Million ha,2.7917,4.2494,6.1682,8.9633,12.0099,16.1958,22.404,,,,,,,
India,NetZero,Carbon Stock|Forest|Total,Mt C,1273.7161703302625,1523.9095226219288,1798.7597602933315,2042.9927178626856,2280.940469980714,2514.0598226893403,2737.9937177322704,,,,,,,
India,NetZero,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-117.73973198031833,-183.47512501388863,-201.55684095902865,-179.10416888419314,-174.49501821988744,-170.95419198632584,-164.2181896981487,,,,,,,
Japan,NetZero,Area|Forest|Age Class|0-20,Million ha,0.1659,0.1296,0.2179999999999999,0.3,0.32,0.2700000000000001,0.2200000000000001,,,,,,,
Japan,NetZero,Area|Forest|Age Class|21-40,Million ha,5.443,2.4954,1.1654,0.3621,0.2458999999999999,0.2095999999999999,0.298,,,,,,,
Japan,NetZero,Area|Forest|Age Class|41-60,Million ha,15.3068,12.1262,11.0078,7.4351,5.443,2.4954,1.1654,,,,,,,
Japan,NetZero,Area|Forest|Age Class|61+,Million ha,12.3494,18.6139,21.0739,25.4679,27.6562,30.7401,32.0817,,,,,,,
Japan,NetZero,Carbon Stock|Forest|Total,Mt C,1489.431235924306,1596.328695437308,1680.8183307581678,1746.6690518488476,1797.578380783103,1836.85633857306,1867.2958654374825,,,,,,,
Japan,NetZero,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-97.13225754205186,-78.3914703095347,-61.95906590196389,-48.29052879983188,-37.333507885120646,-28.8038357126352,-22.322319700576355,,,,,,,
Latin America,NetZero,Area|Forest|Age Class|0-20,Million ha,13.2235,14.983999999999996,21.571799999999993,30.36789999999999,29.99999999999999,23.999999999999993,16.999999999999993,,,,,,,
Latin America,NetZero,Area|Forest|Age Class|21-40,Million ha,69.3357,58.39,44.0369,26.7239,21.223499999999998,22.983999999999995,29.571799999999993,,,,,,,
Latin America,NetZero,Area|Forest|Age Class|41-60,Million ha,51.7897,63.068999999999996,71.741,76.45439999999999,69.3357,58.39,44.0369,,,,,,,
Latin America,NetZero,Area|Forest|Age Class|61+,Million ha,706.4368000000001,714.3427,723.436,737.2395,758.2265,777.4117,795.177,,,,,,,
Latin America,NetZero,Carbon Stock|Forest|Total,Mt C,93581.83610773338,85678.06002137862,86602.45151465456,87515.37125126338,88402.84496227148,89239.40082781986,90042.55526253128,,,,,,,
Latin America,NetZero,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-707.4981076662812,-692.140100790204,-677.8870950690215,-669.474473513131,-650.8140547392768,-613.4743014021459,-588.9799187883704,,,,,,,
Middle East & North Africa,NetZero,Area|Forest|Age Class|0-20,Million ha,0.0097,1.0082999999999995,2.5061999999999993,4.0007,4.700000000000001,4.800000000000001,4.300000000000001,,,,,,,
Middle East & North Africa,NetZero,Area|Forest|Age Class|21-40,Million ha,0.1156,0.0525,0.0166,0.011800000000000001,0.8096999999999995,2.2082999999999995,3.7062,,,,,,,
Middle East & North Africa,NetZero,Area|Forest|Age Class|41-60,Million ha,1.9464,1.1485,0.6122000000000001,0.2809,0.1156,0.0525,0.0166,,,,,,,
Middle East & North Africa,NetZero,Area|Forest|Age Class|61+,Million ha,12.6572,13.5196,14.093900000000001,14.4355,14.6036,14.6681,14.7061,,,,,,,
Middle East & North Africa,NetZero,Carbon Stock|Forest|Total,Mt C,474.9161735663953,485.2884085515611,493.5934142216327,500.6548001039714,507.6664479106777,516.0859075809452,527.2164481675818,,,,,,,
Middle East & North Africa,NetZero,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-9.748371298565974,-7.606305655788227,-6.090337491385938,-5.178349647048344,-5.141875058251244,-6.1742704248628915,-8.162396430200085,,,,,,,
Oceania,NetZero,Area|Forest|Age Class|0-20,Million ha,3.9089,4.763699999999999,6.5572,7.072099999999999,5.1,2.4,1.1999999999999997,,,,,,,
Oceania,NetZero,Area|Forest|Age Class|21-40,Million ha,14.2934,13.6769,11.648499999999999,8.0702,6.3089,7.1636999999999995,7.357199999999999,,,,,,,
Oceania,NetZero,Area|Forest|Age Class|41-60,Million ha,11.5494,11.0775,11.4,12.6549,14.2934,13.6769,11.648499999999999,,,,,,,
Oceania,NetZero,Area|Forest|Age Class|61+,Million ha,84.6846,87.9182,90.83059999999999,93.63909999999998,96.23400000000001,98.9957,102.2306,,,,,,,
Oceania,NetZero,Carbon Stock|Forest|Total,Mt C,11555.159711538134,11671.832478423179,11970.855892503338,12258.468818695861,12539.321781352566,12810.563250034505,13066.774794401974,,,,,,,
Oceania,NetZero,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-241.24463593382401,-224.03504662537608,-219.28383699211685,-210.91614587451753,-205.95883928158335,-198.9104103667552,-187.88846586947741,,,,,,,
ROW,NetZero,Area|Forest|Age Class|0-20,Million ha,8.3474,6.7429999999999986,6.1695,7.0093,6.5,4.999999999999998,3.3999999999999986,,,,,,,
ROW,NetZero,Area|Forest|Age Class|21-40,Million ha,10.7432,12.919,13.451699999999999,11.698,10.347399999999999,8.742999999999999,7.7695,,,,,,,
ROW,NetZero,Area|Forest|Age Class|41-60,Million ha,7.710500000000001,7.7089,8.3234,9.2937,10.7432,12.919,13.451699999999999,,,,,,,
ROW,NetZero,Area|Forest|Age Class|61+,Million ha,28.2742,30.2044,32.1307,34.0743,35.984700000000004,37.9133,40.4541,,,,,,,
ROW,NetZero,Carbon Stock|Forest|Total,Mt C,2032.8121480996579,2047.9714512857931,2217.1932258888914,2363.4954626482613,2490.465135151472,2600.0267242336126,2692.884885976205,,,,,,,
ROW,NetZero,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-145.28607992507813,-139.8399144183913,-124.09596804227208,-107.28830695687128,-93.11109316902107,-80.3451653269031,-68.09598527790118,,,,,,,
Republic of Korea,NetZero,Area|Forest|Age Class|0-20,Million ha,2.7705,1.3471,0.2739,0.0599999999999999,0.074,0.074,0.0939999999999999,,,,,,,
Republic of Korea,NetZero,Area|Forest|Age Class|21-40,Million ha,3.0511,4.2782,4.9611,4.3508,2.7865,1.3631,0.2899,,,,,,,
Republic of Korea,NetZero,Area|Forest|Age Class|41-60,Million ha,0.2196,0.4273,0.8114,1.5875,3.0511,4.2782,4.9611,,,,,,,
Republic of Korea,NetZero,Area|Forest|Age Class|61+,Million ha,0.0056,0.0142,0.0404,0.1085,0.2252,0.4415,0.8518,,,,,,,
Republic of Korea,NetZero,Carbon Stock|Forest|Total,Mt C,276.51410383830205,321.9495439401372,359.13567966597566,388.37186238108114,410.94343109698326,428.0209782000599,441.24092420349984,,,,,,,
Republic of Korea,NetZero,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-38.18229680966266,-33.31932274134576,-27.269832865614887,-21.439867324410688,-16.552483724994886,-12.52353454225617,-9.694627069189323,,,,,,,
Russia and Neighboring Transition Countries,NetZero,Area|Forest|Age Class|0-20,Million ha,4.3016,7.4994999999999985,12.578299999999995,15.304400000000001,15.8,13.200000000000003,11.0,,,,,,,
Russia and Neighboring Transition Countries,NetZero,Area|Forest|Age Class|21-40,Million ha,16.8024,8.5166,5.265899999999999,5.2221,7.501599999999999,12.299499999999997,16.5783,,,,,,,
Russia and Neighboring Transition Countries,NetZero,Area|Forest|Age Class|41-60,Million ha,136.8938,94.1748,59.486900000000006,33.1569,16.8024,8.5166,5.265899999999999,,,,,,,
Russia and Neighboring Transition Countries,NetZero,Area|Forest|Age Class|61+,Million ha,1290.0188,1341.8257,1380.6855,1409.3332,1426.9126,1436.0005,1440.1724,,,,,,,
Russia and Neighboring Transition Countries,NetZero,Carbon Stock|Forest|Total,Mt C,75901.04621452645,76894.23444483752,77793.23927206827,78625.38883517373,79416.35189464163,80179.10774092154,80912.25968367695,,,,,,,
Russia and Neighboring Transition Countries,NetZero,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-828.7245890788093,-728.3725383231387,-659.2702066358828,-610.2430129439972,-580.039576943142,-559.3542872719258,-537.6447580206353,,,,,,,
Sub-Saharan Africa,NetZero,Area|Forest|Age Class|0-20,Million ha,59.9683,44.3733,39.079699999999995,46.1267,42.99999999999999,35.99999999999999,28.000000000000004,,,,,,,
Sub-Saharan Africa,NetZero,Area|Forest|Age Class|21-40,Million ha,73.6596,93.7871,99.8563,87.5367,71.9683,56.37329999999999,51.079699999999995,,,,,,,
Sub-Saharan Africa,NetZero,Area|Forest|Age Class|41-60,Million ha,20.4076,27.959500000000002,37.9946,52.5516,73.6596,93.7871,99.8563,,,,,,,
Sub-Saharan Africa,NetZero,Area|Forest|Age Class|61+,Million ha,301.9712,304.8868,309.0761,314.7917,322.3788,332.8463,347.0707,,,,,,,
Sub-Saharan Africa,NetZero,Carbon Stock|Forest|Total,Mt C,45630.46672981486,43301.22129155091,44111.20322263245,44949.18298212601,45804.15695340451,46706.4819696638,47654.29913152657,,,,,,,
Sub-Saharan Africa,NetZero,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-680.0206964027999,-577.5364061805773,-593.9867494598058,-614.5184902952738,-626.9809122709012,-661.7050119234779,-695.0659186993636,,,,,,,
USA,NetZero,Area|Forest|Age Class|0-20,Million ha,6.6686,5.0392,6.647000000000001,9.0417,9.999999999999996,9.699999999999998,9.599999999999998,,,,,,,
USA,NetZero,Area|Forest|Age Class|21-40,Million ha,31.4663,26.0654,19.7394,12.8838,8.6686,7.839200000000001,9.047,,,,,,,
USA,NetZero,Area|Forest|Age Class|41-60,Million ha,63.1011,55.1293,46.3113,37.7789,31.4663,26.0654,19.7394,,,,,,,
USA,NetZero,Area|Forest|Age Class|61+,Million ha,207.9874,225.4895,242.5257,258.519,271.0885,280.6188,288.837,,,,,,,
USA,NetZero,Carbon Stock|Forest|Total,Mt C,19417.75121269579,20092.287387594097,20691.014844673595,21218.067901704435,21683.00955765489,22097.87229678349,22474.381568274483,,,,,,,
USA,NetZero,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-553.8298321538042,-494.6598615920904,-439.0668018582985,-386.50557515594943,-340.95721436366586,-304.232675360978,-276.1067990933911,,,,,,,
